,Country,News Publisher,Country Stance,Headline,parsed_dates,Headline Stance
235,South Africa,eNCA,Pro Palestine,Israel strikes Gaza's Rafah as truce talks under way,2024-02-22,Neutral
236,South Africa,eNCA,Pro Palestine,'Living hell' in the ruins of Gaza's largest hospital,2023-12-10,Pro-Palestine
237,South Africa,eNCA,Pro Palestine,Aid ship sails to Gaza as Israel-Hamas war grinds on,2024-03-12,Neutral
238,South Africa,eNCA,Pro Palestine,"75 years after the Nakba, Palestinians still long for return",2023-05-02,Pro-Palestine
239,South Africa,eNCA,Pro Palestine,No aid into Gaza as desperation mounts for millions trapped,2023-10-16,Pro-Palestine
240,South Africa,eNCA,Pro Palestine,UN urges international probe into war violations in Gaza,2023-11-16,Pro-Palestine
241,South Africa,eNCA,Pro Palestine,Israel tells top US official war will last 'months',2023-12-14,Neutral
242,South Africa,eNCA,Pro Palestine,Israel loses 24 soldiers in deadliest day of Gaza ground war,2024-01-23,Pro-Israel
243,South Africa,eNCA,Pro Palestine,Discussion | Diplomats vote on Israel-Palestine truce,2023-12-19,Neutral
244,South Africa,eNCA,Pro Palestine,"Stocks rise, oil prices slide",2023-10-16,Neutral
245,South Africa,eNCA,Pro Palestine,Dozens killed in Israeli strikes on Gaza: health ministry,2024-01-18,Pro-Palestine
246,South Africa,eNCA,Pro Palestine,Battle rages around Gaza hospital as truce talks to resume,2024-03-18,Neutral
247,South Africa,eNCA,Pro Palestine,Israel army readies for Gaza invasion as civilians flee,2023-10-15,Pro-Israel
248,South Africa,eNCA,Pro Palestine,UN Security Council due to vote on delayed Gaza resolution,2023-12-20,Neutral
249,South Africa,eNCA,Pro Palestine,Palestinians say deadly strike hit Gaza hospital,2023-11-10,Pro-Palestine
250,South Africa,eNCA,Pro Palestine,UN agency warns of 'halt' to Gaza aid operations,2023-10-25,Pro-Palestine
251,South Africa,eNCA,Pro Palestine,Israel bombs Gaza as Egypt hosts Hamas to discuss truce proposal,2023-12-29,Neutral
252,South Africa,eNCA,Pro Palestine,Fierce Gaza fighting renews as truce hopes fade,2023-05-12,Neutral
253,South Africa,eNCA,Pro Palestine,Dozens of rare manta rays caught off Gaza coast,2023-03-14,Pro-Palestine
254,South Africa,eNCA,Pro Palestine,WHO says Gaza mass evacuation would be 'disastrous',2023-10-14,Pro-Palestine
255,South Africa,eNCA,Pro Palestine,Discussion | Israel-Palestine Conflict | Update on United state's move to review SA ties,2024-03-21,Neutral
256,South Africa,eNCA,Pro Palestine,Gaza economy shrank by more than 80% in 4th quarter due to conflict: World Bank,2024-02-22,Pro-Palestine
257,South Africa,eNCA,Pro Palestine,UN chief calls for donors to maintain Gaza aid,2024-01-28,Pro-Palestine
258,South Africa,eNCA,Pro Palestine,Turkey detains 33 accused of spying for Israel,2024-01-02,Pro-Palestine
259,South Africa,eNCA,Pro Palestine,Turkey celebrates centenary under shadow of Gaza war,2023-10-29,Pro-Palestine
260,South Africa,eNCA,Pro Palestine,UN chief to visit Gaza border as Israel vows to go ahead with Rafah attack,2024-03-23,Pro-Israel
261,South Africa,eNCA,Pro Palestine,Israel pounds Gaza ahead of UN truce vote,2024-02-20,Neutral
262,South Africa,eNCA,Pro Palestine,Israeli army says bodies of hostages likely held in Gaza hospital,2024-02-15,Pro-Israel
263,South Africa,eNCA,Pro Palestine,UN warns of 'growing misery' in Gaza,2023-10-27,Pro-Palestine
264,South Africa,eNCA,Pro Palestine,Blinken to meet Palestinian leader after urging Israel to spare Gaza civilians,2024-01-10,Neutral
265,South Africa,eNCA,Pro Palestine,Turkish club send Israeli player to Maccabi after Gaza controversy,2024-01-18,Neutral
266,South Africa,eNCA,Pro Palestine,Israel says 22 dead in 'war' after militants enter from Gaza,2023-10-07,Pro-Israel
267,South Africa,eNCA,Pro Palestine,Two South Africans killed in ongoing  Middle East conflict,2023-10-13,Neutral
268,South Africa,eNCA,Pro Palestine,Hamas gives 'initial' support to Gaza truce plan as fighting rages,2024-02-02,Neutral
269,South Africa,eNCA,Pro Palestine,Hundreds more foreign nationals flee Gaza as bombing toll mounts,2023-11-02,Pro-Palestine
270,South Africa,eNCA,Pro Palestine,Besieged Palestinians await aid trucks as Israel pounds Gaza,2023-10-19,Pro-Palestine
271,South Africa,eNCA,Pro Palestine,Israel pounds Gaza as fears grow of push into Rafah,2024-02-03,Pro-Palestine
272,South Africa,eNCA,Pro Palestine,Hamas warns Israel Rafah push may cause casualties in 'tens of thousands',2024-02-11,Pro-Palestine
273,South Africa,eNCA,Pro Palestine,ICJ decision | What the World Court said and did not say,2024-01-29,Pro-Palestine
274,South Africa,eNCA,Pro Palestine,Gaza-Israel conflict: Opportunity and risk for Russia's Putin,2023-10-18,Neutral
275,South Africa,eNCA,Pro Palestine,"UN experts decry killing, silencing of journalists in Gaza",2024-02-01,Pro-Palestine
276,South Africa,eNCA,Pro Palestine,Mediators seek Gaza truce as US calls for 'immediate ceasefire',2024-03-04,Neutral
277,South Africa,eNCA,Pro Palestine,"Families of Gaza hostages, Palestinian prisoners torn between emotions",2023-11-22,Pro-Palestine
278,South Africa,eNCA,Pro Palestine,Israel intensifies Gaza strikes despite ceasefire calls,2023-11-06,Pro-Israel
279,South Africa,eNCA,Pro Palestine,Biden to visit Israel as Gaza ground invasion looms,2023-10-15,Pro-Israel
280,South Africa,eNCA,Pro Palestine,Hamas fighters free first wave of hostages in Gaza truce,2023-11-25,Neutral
281,South Africa,eNCA,Pro Palestine,Israel pressed on two-state solution as forces hammer south Gaza,2024-01-22,Pro-Palestine
282,South Africa,eNCA,Pro Palestine,Israel sends troops into 'besieged' Gaza hospital,2024-02-15,Pro-Israel
283,South Africa,eNCA,Pro Palestine,Israelis reservists thrust into unknown on frontlines of war with Hamas,2023-10-17,Neutral
284,South Africa,eNCA,Pro Palestine,Discussion | ICJ to decide on SA genocide case,2024-01-26,Pro-Palestine
285,South Africa,eNCA,Pro Palestine,Moroccan protesters decry Gaza 'genocide',2023-12-10,Pro-Palestine
286,South Africa,eNCA,Pro Palestine,Deadly chaos at Gaza aid distribution as WHO renews hospital warning,2024-03-31,Pro-Palestine
287,South Africa,eNCA,Pro Palestine,Gaza battles rage as Israel vows to shut out UN agency after war,2024-01-27,Neutral
288,South Africa,eNCA,Pro Palestine,UN Security Council to vote on Gaza ceasefire with uncertain outcome,2024-03-22,Neutral
289,South Africa,eNCA,Pro Palestine,Scores killed in Gaza strikes as new aid convoy arrives,2023-10-22,Pro-Palestine
290,South Africa,eNCA,Pro Palestine,Israel resumes military operations in Gaza as truce expires,2023-11-27,Pro-Israel
291,South Africa,eNCA,Pro Palestine,Israel battles Hamas as UN calls Gaza 'hell on earth',2023-12-12,Pro-Palestine
292,South Africa,eNCA,Pro Palestine,Film star Hend Sabri quits as WFP ambassador over Gaza war,2023-11-23,Pro-Palestine
293,South Africa,eNCA,Pro Palestine,Israel escalates Gaza strikes after medicine-for-aid deal,2024-01-17,Pro-Palestine
294,South Africa,eNCA,Pro Palestine,Hamas outlines Gaza truce proposal as battles rage,2024-01-31,Neutral
295,South Africa,eNCA,Pro Palestine,Spanish aid vessel visible off Gaza coast: AFP journalist,2024-03-15,Pro-Palestine
296,South Africa,eNCA,Pro Palestine,Israel must prevent genocidal acts in Gaza: UN court,2024-01-26,Pro-Palestine
297,South Africa,eNCA,Pro Palestine,Israel expands offensive in Gaza,2023-12-04,Pro-Israel
298,South Africa,eNCA,Pro Palestine,Dream of World Cup final is over but Moroccans hail heroes,2022-12-15,Neutral
299,South Africa,eNCA,Pro Palestine,Israel strikes Gaza's Rafah as truce talks under way,2024-02-22,Neutral
300,South Africa,eNCA,Pro Palestine,Gaza hospitals in crisis as Israel-Hamas conflict rages on,2023-10-25,Pro-Palestine
301,South Africa,eNCA,Pro Palestine,Gaza fighting rages as UN chief decries 'horror and starvation',2024-03-23,Pro-Palestine
302,South Africa,eNCA,Pro Palestine,Israel says troops encircle Gaza City as Blinken visits,2023-11-02,Pro-Israel
303,South Africa,eNCA,Pro Palestine,"Israel and Hamas working toward new truce, hostage deal",2023-12-20,Neutral
304,South Africa,eNCA,Pro Palestine,"26 dead as Israel, Gaza militants trade fire for third day",2023-05-11,Neutral
305,South Africa,eNCA,Pro Palestine,Islamic State under pressure after Hamas attack on Israel,2024-01-12,Pro-Israel
306,South Africa,eNCA,Pro Palestine,Gaza war rages on Christmas Eve as Biden urges caution,2023-12-24,Pro-Palestine
307,South Africa,eNCA,Pro Palestine,Pressure mounts on Israel for Gaza ceasefire,2024-02-13,Neutral
308,South Africa,eNCA,Pro Palestine,Hamas chief due in Egypt for Gaza ceasefire talks,2023-12-20,Pro-Palestine
309,South Africa,eNCA,Pro Palestine,Israel strikes Gaza after failed UN ceasefire bid,2023-12-09,Pro-Palestine
310,South Africa,eNCA,Pro Palestine,UK broadcast journalists demand open access to Gaza,2024-02-28,Pro-Palestine
311,South Africa,eNCA,Pro Palestine,Mother of French Gaza hostage demands ceasefire,2024-01-09,Neutral
312,South Africa,eNCA,Pro Palestine,Israel squeezes Gaza cities ahead of rare UN vote,2023-12-08,Pro-Israel
313,South Africa,eNCA,Pro Palestine,Medics evacuate 31 premature babies from Gaza hospital,2023-11-19,Pro-Palestine
314,South Africa,eNCA,Pro Palestine,Israeli strikes rock Gaza for second day after truce collapse,2023-12-02,Neutral
315,South Africa,eNCA,Pro Palestine,EU eyes call for 'humanitarian corridors and pauses' in Gaza,2023-10-26,Pro-Palestine
316,South Africa,eNCA,Pro Palestine,Israel to defend itself against Gaza genocide case at UN top court,2024-01-12,Pro-Palestine
317,South Africa,eNCA,Pro Palestine,UN warns Gaza 'uninhabitable' as war rages on,2024-01-06,Pro-Palestine
318,South Africa,eNCA,Pro Palestine,Gaza ceasefire and hostage release to start Friday,2023-11-23,Neutral
319,South Africa,eNCA,Pro Palestine,Hamas attack does not justify Gaza's destruction: Red Cross,2023-10-13,Pro-Palestine
320,South Africa,eNCA,Pro Palestine,Israel set to defend genocide accusations,2024-01-12,Neutral
321,South Africa,eNCA,Pro Palestine,Israeli tanks in overnight Gaza raid ahead of 'next stage',2023-10-26,Pro-Israel
322,South Africa,eNCA,Pro Palestine,Biden calls on Hamas to accept ceasefire by Ramadan,2024-03-06,Pro-Palestine
323,South Africa,eNCA,Pro Palestine,Gaza's embattled main hospital buries patients in mass grave,2023-11-14,Pro-Palestine
324,South Africa,eNCA,Pro Palestine,Blinken on Middle East crisis tour as bloody war roils Gaza,2023-11-05,Neutral
325,South Africa,eNCA,Pro Palestine,Hamas heads to Cairo truce talks as Rafah braces for Israeli assault,2024-02-14,Neutral
326,South Africa,eNCA,Pro Palestine,"War rages in Gaza, dimming Christmas lights in Bethlehem",2023-12-24,Pro-Palestine
327,South Africa,eNCA,Pro Palestine,"Facing Putin threat, EU pushes to arm Ukraine -- and itself",2024-03-21,Neutral
328,South Africa,eNCA,Pro Palestine,'Last resort': Donors hope to offer Gaza lifeline with air drops,2024-03-02,Pro-Palestine
329,South Africa,eNCA,Pro Palestine,Israel says two hostages rescued in Rafah operation,2024-02-12,Pro-Israel
330,South Africa,eNCA,Pro Palestine,Biden says Israeli occupation of Gaza would be 'big mistake',2023-10-16,Pro-Israel
331,South Africa,eNCA,Pro Palestine,"UN chief, at Gaza crossing, urges end to 'nightmare' of war",2024-03-23,Pro-Palestine
332,South Africa,eNCA,Pro Palestine,Hamas says Israeli strikes killed hostages,2023-10-26,Pro-Israel
333,South Africa,eNCA,Pro Palestine,No functional hospitals left in northern Gaza: WHO,2023-12-21,Pro-Palestine
334,South Africa,eNCA,Pro Palestine,Tens of thousands flee as Israel tightens Gaza City 'stranglehold',2023-11-09,Pro-Israel
335,South Africa,eNCA,Pro Palestine,Israel battles Hamas in Gaza City,2023-11-08,Neutral
336,South Africa,eNCA,Pro Palestine,Hamas open to truce extension as expiry nears,2023-12-01,Neutral
337,South Africa,eNCA,Pro Palestine,Israel pounds Gaza after US blocks UN ceasefire,2023-12-09,Pro-Israel
338,South Africa,eNCA,Pro Palestine,Social media titans caught in Gaza storm over content,2023-11-18,Neutral
339,South Africa,eNCA,Pro Palestine,'Israel must take all measures to prevent genocide',2024-01-26,Pro-Palestine
340,South Africa,eNCA,Pro Palestine,Pope Francis deplores the death of two women in Gaza parish,2023-12-17,Pro-Israel
341,South Africa,eNCA,Pro Palestine,Gaza aid conference presses for ceasefire,2023-11-09,Pro-Palestine
342,South Africa,eNCA,Pro Palestine,Blinken in Israel seeking 'concrete steps' to reduce Gaza civilian harm,2023-11-03,Pro-Israel
343,South Africa,eNCA,Pro Palestine,Children account for about 40% of the deaths in Gaza: Unicef,2023-12-22,Pro-Palestine
344,South Africa,eNCA,Pro Palestine,Israel strikes Gaza as pressure grows to free more hostages,2023-12-17,Pro-Israel
345,South Africa,eNCA,Pro Palestine,More hostages to be freed as Israel-Hamas truce prolonged,2023-11-27,Neutral
346,South Africa,eNCA,Pro Palestine,Aid for Gaza piles up as Israel rallies troops for invasion,2023-10-20,Pro-Israel
347,South Africa,eNCA,Pro Palestine,WATCH | Global day of action for lasting ceasefire in Gaza,2024-01-14,Neutral
348,South Africa,eNCA,Pro Palestine,"Gaza death toll nears 30,000 as aid groups warn of 'imminent' famine",2024-02-28,Pro-Palestine
349,South Africa,eNCA,Pro Palestine,Israel says will fight during Ramadan unless Hamas frees hostages,2024-02-19,Neutral
350,South Africa,eNCA,Pro Palestine,Rocket fire from Gaza after Palestinian hunger striker dies,2023-05-02,Pro-Palestine
351,South Africa,eNCA,Pro Palestine,Death toll rises in Gaza as war rages on,2023-12-28,Pro-Palestine
352,South Africa,eNCA,Pro Palestine,"UN calls for $294m for 'urgent needs' in Gaza, occupied West Bank",2023-10-13,Pro-Palestine
353,South Africa,eNCA,Pro Palestine,UN warns Gaza faces humanitarian 'collapse' as battles rage,2024-01-31,Pro-Palestine
354,South Africa,eNCA,Pro Palestine,ICJ rules that SA has prima facie genocide case against Israel,2024-01-26,Pro-Palestine
355,South Africa,eNCA,Pro Palestine,Israel orders more Gaza evacuations as envoys seek truce,2023-12-21,Neutral
356,South Africa,eNCA,Pro Palestine,"G7 backs 'humanitarian pauses' in Gaza, reaffirms Ukraine support",2023-11-08,Pro-Israel
357,South Africa,eNCA,Pro Palestine,'Pity us': Desperate Gazans reel from aid trucks 'massacre',2024-02-29,Pro-Palestine
358,South Africa,eNCA,Pro Palestine,"Israel-Palestine conflict | Death toll in Gaza passes 27,000",2024-02-02,Pro-Palestine
359,South Africa,eNCA,Pro Palestine,Israel says it mistakenly killed three Gaza hostages,2023-12-16,Pro-Israel
360,South Africa,eNCA,Pro Palestine,Israel-Palestine Conflict | Long walk to raise funds for Gaza's children,2024-01-28,Neutral
361,South Africa,eNCA,Pro Palestine,"Israel and Hamas agree truce, hostages for prisoners swap",2023-11-22,Neutral
362,South Africa,eNCA,Pro Palestine,WHO rejects Israel's claim of 'collusion' with Hamas,2024-01-26,Pro-Israel
363,South Africa,eNCA,Pro Palestine,"Gazans living in 'utter, deepening horror': UN",2023-12-06,Pro-Palestine
364,South Africa,eNCA,Pro Palestine,Israeli-Palestinian peace camp shaken but determined,2023-11-22,Pro-Palestine
365,South Africa,eNCA,Pro Palestine,Israel and Gaza at war after Hamas launches surprise attack,2023-10-07,Pro-Israel
366,South Africa,eNCA,Pro Palestine,Deadly fighting grinds on in Gaza's Khan Yunis,2024-01-25,Pro-Palestine
367,South Africa,eNCA,Pro Palestine,US troops depart for mission to build Gaza aid port,2024-03-12,Pro-Palestine
368,South Africa,eNCA,Pro Palestine,WATCH | Israel is ignoring ICJ decision - Pandor,2024-02-01,Pro-Palestine
369,South Africa,eNCA,Pro Palestine,Chaos in south Gaza hospitals after new Israeli strikes,2023-12-03,Pro-Palestine
370,South Africa,eNCA,Pro Palestine,"As clock ticks down, Israel touts 'option' to extend Gaza truce",2023-11-27,Pro-Israel
371,South Africa,eNCA,Pro Palestine,Hamas brutality doesn't justify 'punishment' of Palestinians: UN chief,2023-12-08,Pro-Palestine
372,South Africa,eNCA,Pro Palestine,WATCH | Pro-Israel march descends into chaos,2023-11-13,Neutral
373,South Africa,eNCA,Pro Palestine,"Israel pressed on two-state solution, pounds south Gaza",2024-01-22,Pro-Palestine
374,South Africa,eNCA,Pro Palestine,Gaza communications down as Israel searches main hospital,2023-11-17,Pro-Palestine
375,South Africa,eNCA,Pro Palestine,'Harrowing': WHO decries deadly strike on Gaza refugee camp,2023-12-26,Pro-Palestine
376,South Africa,eNCA,Pro Palestine,Israel pounds Gaza as Red Cross warns of 'intolerable' suffering,2023-10-29,Pro-Palestine
377,South Africa,eNCA,Pro Palestine,Israel Prime Minister Benjamin Netanyahu to undergo hernia surgery as Gaza war rages,2024-03-31,Pro-Israel
378,South Africa,eNCA,Pro Palestine,Israel's Netanyahu approves new Gaza ceasefire talks,2024-03-29,Pro-Israel
379,South Africa,eNCA,Pro Palestine,Blinken visits Egypt on tour to seek 'enduring end' to Gaza war,2024-02-06,Pro-Palestine
380,South Africa,eNCA,Pro Palestine,"Hopes rise for Israel-Hamas truce deal as Gaza toll hits 20,000",2023-12-20,Neutral
381,South Africa,eNCA,Pro Palestine,"Gaza's Al-Shifa hospital a 'death zone', WHO says urging evacuation",2023-11-19,Pro-Palestine
382,South Africa,eNCA,Pro Palestine,Ground battles rage in Gaza as concern grows for hospitals,2023-10-30,Pro-Palestine
383,South Africa,eNCA,Pro Palestine,Israel denies deadly strike on Gaza hospital,2023-10-18,Pro-Palestine
384,South Africa,eNCA,Pro Palestine,UN assembly moves past Security Council to take lead on Gaza,2023-12-12,Pro-Palestine
385,South Africa,eNCA,Pro Palestine,Israel-Hamas battles create havoc in Gaza hospitals,2023-11-12,Neutral
