Country,News Publisher,Country Stance,Headline,Date,Headline Stance,Explanation,,,,
South Africa,eNCA,Pro Palestine,Israel-Hamas battles rage around major Gaza hospitals,Monday 25 March 2024 - 16:10pm,,,,,,
South Africa,eNCA,Pro Palestine,Deadly Israel strikes rock Gaza after truce collapses,Friday 01 December 2023 - 12:13pm,,,,,,
South Africa,eNCA,Pro Palestine,Second ship with aid bound for Gaza leaves Cyprus port,Saturday 30 March 2024 - 17:10pm,,,,,,
South Africa,eNCA,Pro Palestine,International aid backlog as Gaza supplies held up in Egypt,Monday 23 October 2023 - 15:00pm,,,,,,
South Africa,eNCA,Pro Palestine,Alarm as Israel raids Gaza hospital,Wednesday 15 November 2023 - 09:58am,,,,,,
South Africa,eNCA,Pro Palestine,Gaza war sparks Arab fears of new Palestinian displacement,Tuesday 24 October 2023 - 10:28am,,,,,,
South Africa,eNCA,Pro Palestine,Deal struck to open Gaza border for aid,Thursday 19 October 2023 - 16:25pm,,,,,,
South Africa,eNCA,Pro Palestine,Israel faces mounting outrage over Gaza war,Monday 18 December 2023 - 09:00am,,,,,,
South Africa,eNCA,Pro Palestine,24 hours for aid to enter Gaza before 'catastrophe': WHO,Monday 16 October 2023 - 17:25pm,,,,,,
South Africa,eNCA,Pro Palestine,"Intense Israeli bombardment hits southern Gaza, calls for more aid grow",Wednesday 27 March 2024 - 06:46am,,,,,,
South Africa,eNCA,Pro Palestine,Hamas says 200 killed in 24 hours of Israeli strikes on Gaza,Sunday 24 December 2023 - 05:58am,,,,,,
South Africa,eNCA,Pro Palestine,Israel-Palestine conflict | Man-made famine becomes a reality in Gaza,Saturday 30 March 2024 - 11:00am,,,,,,
South Africa,eNCA,Pro Palestine,Blinken heads to Israel to press for 'immediate' truce in Gaza war,Friday 22 March 2024 - 07:00am,,,,,,
South Africa,eNCA,Pro Palestine,Israel PM says army will enter Rafah despite 'international pressure',Monday 18 March 2024 - 05:30am,,,,,,
South Africa,eNCA,Pro Palestine,Israel PM orders army to prepare to evacuate civilians from Gaza's Rafah,Saturday 10 February 2024 - 05:30am,,,,,,
South Africa,eNCA,Pro Palestine,"Gaza war tensions spike after deadly Iran blasts, Lebanon killing",Thursday 04 January 2024 - 06:00am,,,,,,
South Africa,eNCA,Pro Palestine,"Blinken, Jordan raise Palestinian needs as Israel readies Gaza move",Friday 13 October 2023 - 12:05pm,,,,,,
South Africa,eNCA,Pro Palestine,Israel allows two fuel tankers into Gaza daily as aid halted,Friday 17 November 2023 - 03:29am,,,,,,
South Africa,eNCA,Pro Palestine,Tech firms struggle as Israel-Gaza falsehoods explode,Tuesday 10 October 2023 - 07:33am,,,,,,
South Africa,eNCA,Pro Palestine,Gaza civilian deaths test Israel's AI precision claims,Sunday 03 March 2024 - 13:00pm,,,,,,
South Africa,eNCA,Pro Palestine,Aid efforts intensify for famine-stalked Gaza,Thursday 14 March 2024 - 15:45pm,,,,,,
South Africa,eNCA,Pro Palestine,Israel to shift some troops north as negotiators push for Gaza ceasefire,Tuesday 30 January 2024 - 09:30am,,,,,,
South Africa,eNCA,Pro Palestine,SA calls on ICC to probe Israel attacks on Gaza,Thursday 16 November 2023 - 07:30am,,,,,,
South Africa,eNCA,Pro Palestine,UN chief warns Gaza growing more desperate 'by the hour',Sunday 29 October 2023 - 13:05pm,,,,,,
South Africa,eNCA,Pro Palestine,Blinken back in Israel as deadliest Gaza war grinds on,Tuesday 09 January 2024 - 12:02pm,,,,,,
South Africa,eNCA,Pro Palestine,Israel-Hamas fighting closes in on south Gaza city,Wednesday 06 December 2023 - 11:30am,,,,,,
South Africa,eNCA,Pro Palestine,Gaza war rages on 100th day,Monday 15 January 2024 - 09:00am,,,,,,
South Africa,eNCA,Pro Palestine,Hunger grips war-torn Gaza as truce talks resume in Cairo,Wednesday 21 February 2024 - 13:00pm,,,,,,
South Africa,eNCA,Pro Palestine,Netanyahu promises 'safe passage' to Palestinians ahead of Rafah operation,Sunday 11 February 2024 - 10:10am,,,,,,
South Africa,eNCA,Pro Palestine,First relief convoy enters Gaza devastated by 'nightmare' war,Saturday 21 October 2023 - 20:15pm,,,,,,
South Africa,eNCA,Pro Palestine,"80 years after WWII, Holocaust survivor escapes Hamas attack",Tuesday 17 October 2023 - 15:08pm,,,,,,
South Africa,eNCA,Pro Palestine,"Israel, Hamas truce and hostage release delayed",Thursday 23 November 2023 - 06:20am,,,,,,
South Africa,eNCA,Pro Palestine,Seepunt-betogers vra vir dingende skietstilstand in Gaza,Monday 15 January 2024 - 16:51pm,,,,,,
South Africa,eNCA,Pro Palestine,"Gaza in spotlight as Arab, Muslim blocs meet in Saudi",Saturday 11 November 2023 - 04:31am,,,,,,
South Africa,eNCA,Pro Palestine,Hamas frees hostages as Gaza truce takes hold,Friday 24 November 2023 - 12:00pm,,,,,,
South Africa,eNCA,Pro Palestine,"Netanyahu rules out ceasefire, says no plans to occupy Gaza",Friday 10 November 2023 - 06:28am,,,,,,
South Africa,eNCA,Pro Palestine,First aid boat unloads in Gaza as Hamas proposes new truce,Friday 15 March 2024 - 19:25pm,,,,,,
South Africa,eNCA,Pro Palestine,"UN calls for ""immediate humanitarian ceasefire"" in Gaza",Tuesday 24 October 2023 - 18:02pm,,,,,,
South Africa,eNCA,Pro Palestine,Fierce battles in Gaza after Jordan attack kills 3 US troops,Monday 29 January 2024 - 16:11pm,,,,,,
South Africa,eNCA,Pro Palestine,Israel strikes Gaza's Rafah as truce talks under way,Thursday 22 February 2024 - 08:00am,,,,,,
South Africa,eNCA,Pro Palestine,'Living hell' in the ruins of Gaza's largest hospital,Sunday 10 December 2023 - 19:36pm,,,,,,
South Africa,eNCA,Pro Palestine,Israel strikes Gaza's Rafah as truce talks under way,Thursday 22 February 2024 - 08:00am,,,,,,
South Africa,eNCA,Pro Palestine,'Living hell' in the ruins of Gaza's largest hospital,Sunday 10 December 2023 - 19:36pm,,,,,,
South Africa,eNCA,Pro Palestine,Aid ship sails to Gaza as Israel-Hamas war grinds on,Tuesday 12 March 2024 - 21:02pm,,,,,,
South Africa,eNCA,Pro Palestine,"75 years after the Nakba, Palestinians still long for return",Tuesday 02 May 2023 - 08:10am,,,,,,
South Africa,eNCA,Pro Palestine,No aid into Gaza as desperation mounts for millions trapped,Monday 16 October 2023 - 16:49pm,,,,,,
South Africa,eNCA,Pro Palestine,UN urges international probe into war violations in Gaza,Thursday 16 November 2023 - 11:14am,,,,,,
South Africa,eNCA,Pro Palestine,Israel tells top US official war will last 'months',Thursday 14 December 2023 - 18:37pm,,,,,,
South Africa,eNCA,Pro Palestine,Israel loses 24 soldiers in deadliest day of Gaza ground war,Tuesday 23 January 2024 - 15:40pm,,,,,,
South Africa,eNCA,Pro Palestine,Discussion | Diplomats vote on Israel-Palestine truce,Tuesday 19 December 2023 - 19:54pm,,,,,,
South Africa,eNCA,Pro Palestine,"Stocks rise, oil prices slide",Monday 16 October 2023 - 16:56pm,,,,,,
South Africa,eNCA,Pro Palestine,Dozens killed in Israeli strikes on Gaza: health ministry,Thursday 18 January 2024 - 10:50am,,,,,,
South Africa,eNCA,Pro Palestine,Battle rages around Gaza hospital as truce talks to resume,Monday 18 March 2024 - 15:18pm,,,,,,
South Africa,eNCA,Pro Palestine,Israel army readies for Gaza invasion as civilians flee,Sunday 15 October 2023 - 14:00pm,,,,,,
South Africa,eNCA,Pro Palestine,UN Security Council due to vote on delayed Gaza resolution,Wednesday 20 December 2023 - 19:33pm,,,,,,
South Africa,eNCA,Pro Palestine,Palestinians say deadly strike hit Gaza hospital,Friday 10 November 2023 - 13:07pm,,,,,,
South Africa,eNCA,Pro Palestine,UN agency warns of 'halt' to Gaza aid operations,Wednesday 25 October 2023 - 05:55am,,,,,,
South Africa,eNCA,Pro Palestine,Israel bombs Gaza as Egypt hosts Hamas to discuss truce proposal,Friday 29 December 2023 - 14:22pm,,,,,,
South Africa,eNCA,Pro Palestine,Fierce Gaza fighting renews as truce hopes fade,Friday 12 May 2023 - 00:12am,,,,,,
South Africa,eNCA,Pro Palestine,Dozens of rare manta rays caught off Gaza coast,Tuesday 14 March 2023 - 16:15pm,,,,,,
South Africa,eNCA,Pro Palestine,WHO says Gaza mass evacuation would be 'disastrous',Saturday 14 October 2023 - 04:40am,,,,,,
South Africa,eNCA,Pro Palestine,Discussion | Israel-Palestine Conflict | Update on United state's move to review SA ties,Thursday 21 March 2024 - 18:20pm,,,,,,
South Africa,eNCA,Pro Palestine,Gaza economy shrank by more than 80% in 4th quarter due to conflict: World Bank,Thursday 22 February 2024 - 19:40pm,,,,,,
South Africa,eNCA,Pro Palestine,UN chief calls for donors to maintain Gaza aid,Sunday 28 January 2024 - 05:46am,,,,,,
South Africa,eNCA,Pro Palestine,Turkey detains 33 accused of spying for Israel,Tuesday 02 January 2024 - 11:21am,,,,,,
South Africa,eNCA,Pro Palestine,Turkey celebrates centenary under shadow of Gaza war,Sunday 29 October 2023 - 09:45am,,,,,,
South Africa,eNCA,Pro Palestine,UN chief to visit Gaza border as Israel vows to go ahead with Rafah attack,Saturday 23 March 2024 - 06:45am,,,,,,
South Africa,eNCA,Pro Palestine,Israel pounds Gaza ahead of UN truce vote,Tuesday 20 February 2024 - 14:30pm,,,,,,
South Africa,eNCA,Pro Palestine,Israeli army says bodies of hostages likely held in Gaza hospital,Thursday 15 February 2024 - 15:00pm,,,,,,
South Africa,eNCA,Pro Palestine,UN warns of 'growing misery' in Gaza,Friday 27 October 2023 - 19:30pm,,,,,,
South Africa,eNCA,Pro Palestine,Blinken to meet Palestinian leader after urging Israel to spare Gaza civilians,Wednesday 10 January 2024 - 07:20am,,,,,,
South Africa,eNCA,Pro Palestine,Turkish club send Israeli player to Maccabi after Gaza controversy,Thursday 18 January 2024 - 17:01pm,,,,,,
South Africa,eNCA,Pro Palestine,Israel says 22 dead in 'war' after militants enter from Gaza,Saturday 07 October 2023 - 17:37pm,,,,,,
South Africa,eNCA,Pro Palestine,Two South Africans killed in ongoing  Middle East conflict,Friday 13 October 2023 - 10:50am,,,,,,
South Africa,eNCA,Pro Palestine,Hamas gives 'initial' support to Gaza truce plan as fighting rages,Friday 02 February 2024 - 16:56pm,,,,,,
South Africa,eNCA,Pro Palestine,Hundreds more foreign nationals flee Gaza as bombing toll mounts,Thursday 02 November 2023 - 10:35am,,,,,,
South Africa,eNCA,Pro Palestine,Besieged Palestinians await aid trucks as Israel pounds Gaza,Thursday 19 October 2023 - 16:15pm,,,,,,
South Africa,eNCA,Pro Palestine,Israel pounds Gaza as fears grow of push into Rafah,Saturday 03 February 2024 - 12:30pm,,,,,,
South Africa,eNCA,Pro Palestine,Hamas warns Israel Rafah push may cause casualties in 'tens of thousands',Sunday 11 February 2024 - 05:40am,,,,,,
South Africa,eNCA,Pro Palestine,ICJ decision | What the World Court said and did not say,Monday 29 January 2024 - 08:10am,,,,,,
South Africa,eNCA,Pro Palestine,Gaza-Israel conflict: Opportunity and risk for Russia's Putin,Wednesday 18 October 2023 - 19:10pm,,,,,,
South Africa,eNCA,Pro Palestine,"UN experts decry killing, silencing of journalists in Gaza",Thursday 01 February 2024 - 17:00pm,,,,,,
South Africa,eNCA,Pro Palestine,Mediators seek Gaza truce as US calls for 'immediate ceasefire',Monday 04 March 2024 - 11:55am,,,,,,
South Africa,eNCA,Pro Palestine,"Families of Gaza hostages, Palestinian prisoners torn between emotions",Wednesday 22 November 2023 - 14:45pm,,,,,,
South Africa,eNCA,Pro Palestine,Israel intensifies Gaza strikes despite ceasefire calls,Monday 06 November 2023 - 09:30am,,,,,,
South Africa,eNCA,Pro Palestine,Biden to visit Israel as Gaza ground invasion looms,Sunday 15 October 2023 - 21:49pm,,,,,,
South Africa,eNCA,Pro Palestine,Hamas fighters free first wave of hostages in Gaza truce,Saturday 25 November 2023 - 06:28am,,,,,,
South Africa,eNCA,Pro Palestine,Israel pressed on two-state solution as forces hammer south Gaza,Monday 22 January 2024 - 18:03pm,,,,,,
South Africa,eNCA,Pro Palestine,Israel sends troops into 'besieged' Gaza hospital,Thursday 15 February 2024 - 14:40pm,,,,,,
South Africa,eNCA,Pro Palestine,Israelis reservists thrust into unknown on frontlines of war with Hamas,Tuesday 17 October 2023 - 09:30am,,,,,,
South Africa,eNCA,Pro Palestine,Discussion | ICJ to decide on SA genocide case,Friday 26 January 2024 - 14:54pm,,,,,,
South Africa,eNCA,Pro Palestine,Moroccan protesters decry Gaza 'genocide',Sunday 10 December 2023 - 18:50pm,,,,,,
South Africa,eNCA,Pro Palestine,Deadly chaos at Gaza aid distribution as WHO renews hospital warning,Sunday 31 March 2024 - 07:28am,,,,,,
South Africa,eNCA,Pro Palestine,Gaza battles rage as Israel vows to shut out UN agency after war,Saturday 27 January 2024 - 15:30pm,,,,,,
South Africa,eNCA,Pro Palestine,UN Security Council to vote on Gaza ceasefire with uncertain outcome,Friday 22 March 2024 - 08:00am,,,,,,
South Africa,eNCA,Pro Palestine,Scores killed in Gaza strikes as new aid convoy arrives,Sunday 22 October 2023 - 10:54am,,,,,,
South Africa,eNCA,Pro Palestine,Israel resumes military operations in Gaza as truce expires,Monday 27 November 2023 - 08:40am,,,,,,
South Africa,eNCA,Pro Palestine,Israel battles Hamas as UN calls Gaza 'hell on earth',Tuesday 12 December 2023 - 13:32pm,,,,,,
South Africa,eNCA,Pro Palestine,Film star Hend Sabri quits as WFP ambassador over Gaza war,Thursday 23 November 2023 - 18:33pm,,,,,,
South Africa,eNCA,Pro Palestine,Israel escalates Gaza strikes after medicine-for-aid deal,Wednesday 17 January 2024 - 14:00pm,,,,,,
South Africa,eNCA,Pro Palestine,Hamas outlines Gaza truce proposal as battles rage,Wednesday 31 January 2024 - 20:20pm,,,,,,
South Africa,eNCA,Pro Palestine,Spanish aid vessel visible off Gaza coast: AFP journalist,Friday 15 March 2024 - 12:30pm,,,,,,
South Africa,eNCA,Pro Palestine,Israel must prevent genocidal acts in Gaza: UN court,Friday 26 January 2024 - 15:30pm,,,,,,
South Africa,eNCA,Pro Palestine,Israel expands offensive in Gaza,Monday 04 December 2023 - 06:58am,,,,,,
South Africa,eNCA,Pro Palestine,Dream of World Cup final is over but Moroccans hail heroes,Thursday 15 December 2022 - 06:35am,,,,,,
South Africa,eNCA,Pro Palestine,Israel strikes Gaza's Rafah as truce talks under way,Thursday 22 February 2024 - 19:20pm,,,,,,
South Africa,eNCA,Pro Palestine,Gaza hospitals in crisis as Israel-Hamas conflict rages on,Wednesday 25 October 2023 - 18:40pm,,,,,,
South Africa,eNCA,Pro Palestine,Gaza fighting rages as UN chief decries 'horror and starvation',Saturday 23 March 2024 - 06:16am,,,,,,
South Africa,eNCA,Pro Palestine,Israel says troops encircle Gaza City as Blinken visits,Thursday 02 November 2023 - 18:35pm,,,,,,
South Africa,eNCA,Pro Palestine,"Israel and Hamas working toward new truce, hostage deal",Wednesday 20 December 2023 - 16:40pm,,,,,,
South Africa,eNCA,Pro Palestine,"26 dead as Israel, Gaza militants trade fire for third day",Thursday 11 May 2023 - 16:24pm,,,,,,
South Africa,eNCA,Pro Palestine,Islamic State under pressure after Hamas attack on Israel,Friday 12 January 2024 - 17:30pm,,,,,,
South Africa,eNCA,Pro Palestine,Gaza war rages on Christmas Eve as Biden urges caution,Sunday 24 December 2023 - 13:16pm,,,,,,
South Africa,eNCA,Pro Palestine,Pressure mounts on Israel for Gaza ceasefire,Tuesday 13 February 2024 - 08:30am,,,,,,
South Africa,eNCA,Pro Palestine,Hamas chief due in Egypt for Gaza ceasefire talks,Wednesday 20 December 2023 - 05:35am,,,,,,
South Africa,eNCA,Pro Palestine,Israel strikes Gaza after failed UN ceasefire bid,Saturday 09 December 2023 - 08:30am,,,,,,
South Africa,eNCA,Pro Palestine,UK broadcast journalists demand open access to Gaza,Wednesday 28 February 2024 - 14:35pm,,,,,,
South Africa,eNCA,Pro Palestine,Mother of French Gaza hostage demands ceasefire,Tuesday 09 January 2024 - 16:00pm,,,,,,
South Africa,eNCA,Pro Palestine,Israel squeezes Gaza cities ahead of rare UN vote,Friday 08 December 2023 - 13:18pm,,,,,,
South Africa,eNCA,Pro Palestine,Medics evacuate 31 premature babies from Gaza hospital,Sunday 19 November 2023 - 18:54pm,,,,,,
South Africa,eNCA,Pro Palestine,Israeli strikes rock Gaza for second day after truce collapse,Saturday 02 December 2023 - 05:50am,,,,,,
South Africa,eNCA,Pro Palestine,EU eyes call for 'humanitarian corridors and pauses' in Gaza,Thursday 26 October 2023 - 11:37am,,,,,,
South Africa,eNCA,Pro Palestine,Israel to defend itself against Gaza genocide case at UN top court,Friday 12 January 2024 - 07:00am,,,,,,
South Africa,eNCA,Pro Palestine,UN warns Gaza 'uninhabitable' as war rages on,Saturday 06 January 2024 - 11:14am,,,,,,
South Africa,eNCA,Pro Palestine,Gaza ceasefire and hostage release to start Friday,Thursday 23 November 2023 - 16:34pm,,,,,,
South Africa,eNCA,Pro Palestine,Hamas attack does not justify Gaza's destruction: Red Cross,Friday 13 October 2023 - 17:02pm,,,,,,
South Africa,eNCA,Pro Palestine,Israel set to defend genocide accusations,Friday 12 January 2024 - 11:28am,,,,,,
South Africa,eNCA,Pro Palestine,Israeli tanks in overnight Gaza raid ahead of 'next stage',Thursday 26 October 2023 - 13:54pm,,,,,,
South Africa,eNCA,Pro Palestine,Biden calls on Hamas to accept ceasefire by Ramadan,Wednesday 06 March 2024 - 08:30am,,,,,,
South Africa,eNCA,Pro Palestine,Gaza's embattled main hospital buries patients in mass grave,Tuesday 14 November 2023 - 15:35pm,,,,,,
South Africa,eNCA,Pro Palestine,Blinken on Middle East crisis tour as bloody war roils Gaza,Sunday 05 November 2023 - 11:03am,,,,,,
South Africa,eNCA,Pro Palestine,Hamas heads to Cairo truce talks as Rafah braces for Israeli assault,Wednesday 14 February 2024 - 09:39am,,,,,,
South Africa,eNCA,Pro Palestine,"War rages in Gaza, dimming Christmas lights in Bethlehem",Sunday 24 December 2023 - 17:16pm,,,,,,
South Africa,eNCA,Pro Palestine,"Facing Putin threat, EU pushes to arm Ukraine -- and itself",Thursday 21 March 2024 - 20:20pm,,,,,,
