,Country,News Publisher,Country Stance,Headline,Date,Headline Stance,parsed_dates
191,South Africa,eNCA,Pro Palestine,Israel bombs Gaza after warning Hamas nears 'dissolution',Tuesday 12 December 2023 - 05:19am,,2023-12-12
192,South Africa,eNCA,Pro Palestine,No let-up in Gaza war despite UN ceasefire resolution,Tuesday 26 March 2024 - 06:00am,,2024-03-26
193,South Africa,eNCA,Pro Palestine,"Hamas says Israel bombs Gaza aid crossing, as UN plans vote",Thursday 21 December 2023 - 18:52pm,,2023-12-21
194,South Africa,eNCA,Pro Palestine,Israel-Hamas battles rage around major Gaza hospitals,Monday 25 March 2024 - 16:10pm,,2024-03-25
195,South Africa,eNCA,Pro Palestine,Deadly Israel strikes rock Gaza after truce collapses,Friday 01 December 2023 - 12:13pm,,2023-12-01
196,South Africa,eNCA,Pro Palestine,Second ship with aid bound for Gaza leaves Cyprus port,Saturday 30 March 2024 - 17:10pm,,2024-03-30
197,South Africa,eNCA,Pro Palestine,International aid backlog as Gaza supplies held up in Egypt,Monday 23 October 2023 - 15:00pm,,2023-10-23
198,South Africa,eNCA,Pro Palestine,Alarm as Israel raids Gaza hospital,Wednesday 15 November 2023 - 09:58am,,2023-11-15
199,South Africa,eNCA,Pro Palestine,Gaza war sparks Arab fears of new Palestinian displacement,Tuesday 24 October 2023 - 10:28am,,2023-10-24
200,South Africa,eNCA,Pro Palestine,Deal struck to open Gaza border for aid,Thursday 19 October 2023 - 16:25pm,,2023-10-19
201,South Africa,eNCA,Pro Palestine,Israel faces mounting outrage over Gaza war,Monday 18 December 2023 - 09:00am,,2023-12-18
202,South Africa,eNCA,Pro Palestine,24 hours for aid to enter Gaza before 'catastrophe': WHO,Monday 16 October 2023 - 17:25pm,,2023-10-16
203,South Africa,eNCA,Pro Palestine,"Intense Israeli bombardment hits southern Gaza, calls for more aid grow",Wednesday 27 March 2024 - 06:46am,,2024-03-27
204,South Africa,eNCA,Pro Palestine,Hamas says 200 killed in 24 hours of Israeli strikes on Gaza,Sunday 24 December 2023 - 05:58am,,2023-12-24
205,South Africa,eNCA,Pro Palestine,Israel-Palestine conflict | Man-made famine becomes a reality in Gaza,Saturday 30 March 2024 - 11:00am,,2024-03-30
206,South Africa,eNCA,Pro Palestine,Blinken heads to Israel to press for 'immediate' truce in Gaza war,Friday 22 March 2024 - 07:00am,,2024-03-22
207,South Africa,eNCA,Pro Palestine,Israel PM says army will enter Rafah despite 'international pressure',Monday 18 March 2024 - 05:30am,,2024-03-18
208,South Africa,eNCA,Pro Palestine,Israel PM orders army to prepare to evacuate civilians from Gaza's Rafah,Saturday 10 February 2024 - 05:30am,,2024-02-10
209,South Africa,eNCA,Pro Palestine,"Gaza war tensions spike after deadly Iran blasts, Lebanon killing",Thursday 04 January 2024 - 06:00am,,2024-01-04
210,South Africa,eNCA,Pro Palestine,"Blinken, Jordan raise Palestinian needs as Israel readies Gaza move",Friday 13 October 2023 - 12:05pm,,2023-10-13
211,South Africa,eNCA,Pro Palestine,Israel allows two fuel tankers into Gaza daily as aid halted,Friday 17 November 2023 - 03:29am,,2023-11-17
212,South Africa,eNCA,Pro Palestine,Tech firms struggle as Israel-Gaza falsehoods explode,Tuesday 10 October 2023 - 07:33am,,2023-10-10
213,South Africa,eNCA,Pro Palestine,Gaza civilian deaths test Israel's AI precision claims,Sunday 03 March 2024 - 13:00pm,,2024-03-03
214,South Africa,eNCA,Pro Palestine,Aid efforts intensify for famine-stalked Gaza,Thursday 14 March 2024 - 15:45pm,,2024-03-14
215,South Africa,eNCA,Pro Palestine,Israel to shift some troops north as negotiators push for Gaza ceasefire,Tuesday 30 January 2024 - 09:30am,,2024-01-30
216,South Africa,eNCA,Pro Palestine,SA calls on ICC to probe Israel attacks on Gaza,Thursday 16 November 2023 - 07:30am,,2023-11-16
217,South Africa,eNCA,Pro Palestine,UN chief warns Gaza growing more desperate 'by the hour',Sunday 29 October 2023 - 13:05pm,,2023-10-29
218,South Africa,eNCA,Pro Palestine,Blinken back in Israel as deadliest Gaza war grinds on,Tuesday 09 January 2024 - 12:02pm,,2024-01-09
219,South Africa,eNCA,Pro Palestine,Israel-Hamas fighting closes in on south Gaza city,Wednesday 06 December 2023 - 11:30am,,2023-12-06
220,South Africa,eNCA,Pro Palestine,Gaza war rages on 100th day,Monday 15 January 2024 - 09:00am,,2024-01-15
221,South Africa,eNCA,Pro Palestine,Hunger grips war-torn Gaza as truce talks resume in Cairo,Wednesday 21 February 2024 - 13:00pm,,2024-02-21
222,South Africa,eNCA,Pro Palestine,Netanyahu promises 'safe passage' to Palestinians ahead of Rafah operation,Sunday 11 February 2024 - 10:10am,,2024-02-11
223,South Africa,eNCA,Pro Palestine,First relief convoy enters Gaza devastated by 'nightmare' war,Saturday 21 October 2023 - 20:15pm,,2023-10-21
224,South Africa,eNCA,Pro Palestine,"80 years after WWII, Holocaust survivor escapes Hamas attack",Tuesday 17 October 2023 - 15:08pm,,2023-10-17
225,South Africa,eNCA,Pro Palestine,"Israel, Hamas truce and hostage release delayed",Thursday 23 November 2023 - 06:20am,,2023-11-23
226,South Africa,eNCA,Pro Palestine,Seepunt-betogers vra vir dingende skietstilstand in Gaza,Monday 15 January 2024 - 16:51pm,,2024-01-15
227,South Africa,eNCA,Pro Palestine,"Gaza in spotlight as Arab, Muslim blocs meet in Saudi",Saturday 11 November 2023 - 04:31am,,2023-11-11
228,South Africa,eNCA,Pro Palestine,Hamas frees hostages as Gaza truce takes hold,Friday 24 November 2023 - 12:00pm,,2023-11-24
229,South Africa,eNCA,Pro Palestine,"Netanyahu rules out ceasefire, says no plans to occupy Gaza",Friday 10 November 2023 - 06:28am,,2023-11-10
230,South Africa,eNCA,Pro Palestine,First aid boat unloads in Gaza as Hamas proposes new truce,Friday 15 March 2024 - 19:25pm,,2024-03-15
231,South Africa,eNCA,Pro Palestine,"UN calls for ""immediate humanitarian ceasefire"" in Gaza",Tuesday 24 October 2023 - 18:02pm,,2023-10-24
232,South Africa,eNCA,Pro Palestine,Fierce battles in Gaza after Jordan attack kills 3 US troops,Monday 29 January 2024 - 16:11pm,,2024-01-29
233,South Africa,eNCA,Pro Palestine,Israel strikes Gaza's Rafah as truce talks under way,Thursday 22 February 2024 - 08:00am,,2024-02-22
234,South Africa,eNCA,Pro Palestine,'Living hell' in the ruins of Gaza's largest hospital,Sunday 10 December 2023 - 19:36pm,,2023-12-10
235,South Africa,eNCA,Pro Palestine,Israel strikes Gaza's Rafah as truce talks under way,Thursday 22 February 2024 - 08:00am,,2024-02-22
236,South Africa,eNCA,Pro Palestine,'Living hell' in the ruins of Gaza's largest hospital,Sunday 10 December 2023 - 19:36pm,,2023-12-10
237,South Africa,eNCA,Pro Palestine,Aid ship sails to Gaza as Israel-Hamas war grinds on,Tuesday 12 March 2024 - 21:02pm,,2024-03-12
238,South Africa,eNCA,Pro Palestine,"75 years after the Nakba, Palestinians still long for return",Tuesday 02 May 2023 - 08:10am,,2023-05-02
239,South Africa,eNCA,Pro Palestine,No aid into Gaza as desperation mounts for millions trapped,Monday 16 October 2023 - 16:49pm,,2023-10-16
240,South Africa,eNCA,Pro Palestine,UN urges international probe into war violations in Gaza,Thursday 16 November 2023 - 11:14am,,2023-11-16
241,South Africa,eNCA,Pro Palestine,Israel tells top US official war will last 'months',Thursday 14 December 2023 - 18:37pm,,2023-12-14
242,South Africa,eNCA,Pro Palestine,Israel loses 24 soldiers in deadliest day of Gaza ground war,Tuesday 23 January 2024 - 15:40pm,,2024-01-23
243,South Africa,eNCA,Pro Palestine,Discussion | Diplomats vote on Israel-Palestine truce,Tuesday 19 December 2023 - 19:54pm,,2023-12-19
244,South Africa,eNCA,Pro Palestine,"Stocks rise, oil prices slide",Monday 16 October 2023 - 16:56pm,,2023-10-16
245,South Africa,eNCA,Pro Palestine,Dozens killed in Israeli strikes on Gaza: health ministry,Thursday 18 January 2024 - 10:50am,,2024-01-18
246,South Africa,eNCA,Pro Palestine,Battle rages around Gaza hospital as truce talks to resume,Monday 18 March 2024 - 15:18pm,,2024-03-18
247,South Africa,eNCA,Pro Palestine,Israel army readies for Gaza invasion as civilians flee,Sunday 15 October 2023 - 14:00pm,,2023-10-15
248,South Africa,eNCA,Pro Palestine,UN Security Council due to vote on delayed Gaza resolution,Wednesday 20 December 2023 - 19:33pm,,2023-12-20
249,South Africa,eNCA,Pro Palestine,Palestinians say deadly strike hit Gaza hospital,Friday 10 November 2023 - 13:07pm,,2023-11-10
250,South Africa,eNCA,Pro Palestine,UN agency warns of 'halt' to Gaza aid operations,Wednesday 25 October 2023 - 05:55am,,2023-10-25
251,South Africa,eNCA,Pro Palestine,Israel bombs Gaza as Egypt hosts Hamas to discuss truce proposal,Friday 29 December 2023 - 14:22pm,,2023-12-29
252,South Africa,eNCA,Pro Palestine,Fierce Gaza fighting renews as truce hopes fade,Friday 12 May 2023 - 00:12am,,2023-05-12
253,South Africa,eNCA,Pro Palestine,Dozens of rare manta rays caught off Gaza coast,Tuesday 14 March 2023 - 16:15pm,,2023-03-14
254,South Africa,eNCA,Pro Palestine,WHO says Gaza mass evacuation would be 'disastrous',Saturday 14 October 2023 - 04:40am,,2023-10-14
255,South Africa,eNCA,Pro Palestine,Discussion | Israel-Palestine Conflict | Update on United state's move to review SA ties,Thursday 21 March 2024 - 18:20pm,,2024-03-21
256,South Africa,eNCA,Pro Palestine,Gaza economy shrank by more than 80% in 4th quarter due to conflict: World Bank,Thursday 22 February 2024 - 19:40pm,,2024-02-22
257,South Africa,eNCA,Pro Palestine,UN chief calls for donors to maintain Gaza aid,Sunday 28 January 2024 - 05:46am,,2024-01-28
258,South Africa,eNCA,Pro Palestine,Turkey detains 33 accused of spying for Israel,Tuesday 02 January 2024 - 11:21am,,2024-01-02
259,South Africa,eNCA,Pro Palestine,Turkey celebrates centenary under shadow of Gaza war,Sunday 29 October 2023 - 09:45am,,2023-10-29
260,South Africa,eNCA,Pro Palestine,UN chief to visit Gaza border as Israel vows to go ahead with Rafah attack,Saturday 23 March 2024 - 06:45am,,2024-03-23
261,South Africa,eNCA,Pro Palestine,Israel pounds Gaza ahead of UN truce vote,Tuesday 20 February 2024 - 14:30pm,,2024-02-20
262,South Africa,eNCA,Pro Palestine,Israeli army says bodies of hostages likely held in Gaza hospital,Thursday 15 February 2024 - 15:00pm,,2024-02-15
263,South Africa,eNCA,Pro Palestine,UN warns of 'growing misery' in Gaza,Friday 27 October 2023 - 19:30pm,,2023-10-27
264,South Africa,eNCA,Pro Palestine,Blinken to meet Palestinian leader after urging Israel to spare Gaza civilians,Wednesday 10 January 2024 - 07:20am,,2024-01-10
265,South Africa,eNCA,Pro Palestine,Turkish club send Israeli player to Maccabi after Gaza controversy,Thursday 18 January 2024 - 17:01pm,,2024-01-18
266,South Africa,eNCA,Pro Palestine,Israel says 22 dead in 'war' after militants enter from Gaza,Saturday 07 October 2023 - 17:37pm,,2023-10-07
267,South Africa,eNCA,Pro Palestine,Two South Africans killed in ongoing  Middle East conflict,Friday 13 October 2023 - 10:50am,,2023-10-13
268,South Africa,eNCA,Pro Palestine,Hamas gives 'initial' support to Gaza truce plan as fighting rages,Friday 02 February 2024 - 16:56pm,,2024-02-02
269,South Africa,eNCA,Pro Palestine,Hundreds more foreign nationals flee Gaza as bombing toll mounts,Thursday 02 November 2023 - 10:35am,,2023-11-02
270,South Africa,eNCA,Pro Palestine,Besieged Palestinians await aid trucks as Israel pounds Gaza,Thursday 19 October 2023 - 16:15pm,,2023-10-19
271,South Africa,eNCA,Pro Palestine,Israel pounds Gaza as fears grow of push into Rafah,Saturday 03 February 2024 - 12:30pm,,2024-02-03
272,South Africa,eNCA,Pro Palestine,Hamas warns Israel Rafah push may cause casualties in 'tens of thousands',Sunday 11 February 2024 - 05:40am,,2024-02-11
273,South Africa,eNCA,Pro Palestine,ICJ decision | What the World Court said and did not say,Monday 29 January 2024 - 08:10am,,2024-01-29
274,South Africa,eNCA,Pro Palestine,Gaza-Israel conflict: Opportunity and risk for Russia's Putin,Wednesday 18 October 2023 - 19:10pm,,2023-10-18
275,South Africa,eNCA,Pro Palestine,"UN experts decry killing, silencing of journalists in Gaza",Thursday 01 February 2024 - 17:00pm,,2024-02-01
276,South Africa,eNCA,Pro Palestine,Mediators seek Gaza truce as US calls for 'immediate ceasefire',Monday 04 March 2024 - 11:55am,,2024-03-04
277,South Africa,eNCA,Pro Palestine,"Families of Gaza hostages, Palestinian prisoners torn between emotions",Wednesday 22 November 2023 - 14:45pm,,2023-11-22
278,South Africa,eNCA,Pro Palestine,Israel intensifies Gaza strikes despite ceasefire calls,Monday 06 November 2023 - 09:30am,,2023-11-06
279,South Africa,eNCA,Pro Palestine,Biden to visit Israel as Gaza ground invasion looms,Sunday 15 October 2023 - 21:49pm,,2023-10-15
280,South Africa,eNCA,Pro Palestine,Hamas fighters free first wave of hostages in Gaza truce,Saturday 25 November 2023 - 06:28am,,2023-11-25
281,South Africa,eNCA,Pro Palestine,Israel pressed on two-state solution as forces hammer south Gaza,Monday 22 January 2024 - 18:03pm,,2024-01-22
282,South Africa,eNCA,Pro Palestine,Israel sends troops into 'besieged' Gaza hospital,Thursday 15 February 2024 - 14:40pm,,2024-02-15
283,South Africa,eNCA,Pro Palestine,Israelis reservists thrust into unknown on frontlines of war with Hamas,Tuesday 17 October 2023 - 09:30am,,2023-10-17
284,South Africa,eNCA,Pro Palestine,Discussion | ICJ to decide on SA genocide case,Friday 26 January 2024 - 14:54pm,,2024-01-26
285,South Africa,eNCA,Pro Palestine,Moroccan protesters decry Gaza 'genocide',Sunday 10 December 2023 - 18:50pm,,2023-12-10
286,South Africa,eNCA,Pro Palestine,Deadly chaos at Gaza aid distribution as WHO renews hospital warning,Sunday 31 March 2024 - 07:28am,,2024-03-31
287,South Africa,eNCA,Pro Palestine,Gaza battles rage as Israel vows to shut out UN agency after war,Saturday 27 January 2024 - 15:30pm,,2024-01-27
288,South Africa,eNCA,Pro Palestine,UN Security Council to vote on Gaza ceasefire with uncertain outcome,Friday 22 March 2024 - 08:00am,,2024-03-22
289,South Africa,eNCA,Pro Palestine,Scores killed in Gaza strikes as new aid convoy arrives,Sunday 22 October 2023 - 10:54am,,2023-10-22
290,South Africa,eNCA,Pro Palestine,Israel resumes military operations in Gaza as truce expires,Monday 27 November 2023 - 08:40am,,2023-11-27
291,South Africa,eNCA,Pro Palestine,Israel battles Hamas as UN calls Gaza 'hell on earth',Tuesday 12 December 2023 - 13:32pm,,2023-12-12
292,South Africa,eNCA,Pro Palestine,Film star Hend Sabri quits as WFP ambassador over Gaza war,Thursday 23 November 2023 - 18:33pm,,2023-11-23
293,South Africa,eNCA,Pro Palestine,Israel escalates Gaza strikes after medicine-for-aid deal,Wednesday 17 January 2024 - 14:00pm,,2024-01-17
294,South Africa,eNCA,Pro Palestine,Hamas outlines Gaza truce proposal as battles rage,Wednesday 31 January 2024 - 20:20pm,,2024-01-31
295,South Africa,eNCA,Pro Palestine,Spanish aid vessel visible off Gaza coast: AFP journalist,Friday 15 March 2024 - 12:30pm,,2024-03-15
296,South Africa,eNCA,Pro Palestine,Israel must prevent genocidal acts in Gaza: UN court,Friday 26 January 2024 - 15:30pm,,2024-01-26
297,South Africa,eNCA,Pro Palestine,Israel expands offensive in Gaza,Monday 04 December 2023 - 06:58am,,2023-12-04
298,South Africa,eNCA,Pro Palestine,Dream of World Cup final is over but Moroccans hail heroes,Thursday 15 December 2022 - 06:35am,,2022-12-15
299,South Africa,eNCA,Pro Palestine,Israel strikes Gaza's Rafah as truce talks under way,Thursday 22 February 2024 - 19:20pm,,2024-02-22
300,South Africa,eNCA,Pro Palestine,Gaza hospitals in crisis as Israel-Hamas conflict rages on,Wednesday 25 October 2023 - 18:40pm,,2023-10-25
301,South Africa,eNCA,Pro Palestine,Gaza fighting rages as UN chief decries 'horror and starvation',Saturday 23 March 2024 - 06:16am,,2024-03-23
302,South Africa,eNCA,Pro Palestine,Israel says troops encircle Gaza City as Blinken visits,Thursday 02 November 2023 - 18:35pm,,2023-11-02
303,South Africa,eNCA,Pro Palestine,"Israel and Hamas working toward new truce, hostage deal",Wednesday 20 December 2023 - 16:40pm,,2023-12-20
304,South Africa,eNCA,Pro Palestine,"26 dead as Israel, Gaza militants trade fire for third day",Thursday 11 May 2023 - 16:24pm,,2023-05-11
305,South Africa,eNCA,Pro Palestine,Islamic State under pressure after Hamas attack on Israel,Friday 12 January 2024 - 17:30pm,,2024-01-12
306,South Africa,eNCA,Pro Palestine,Gaza war rages on Christmas Eve as Biden urges caution,Sunday 24 December 2023 - 13:16pm,,2023-12-24
307,South Africa,eNCA,Pro Palestine,Pressure mounts on Israel for Gaza ceasefire,Tuesday 13 February 2024 - 08:30am,,2024-02-13
308,South Africa,eNCA,Pro Palestine,Hamas chief due in Egypt for Gaza ceasefire talks,Wednesday 20 December 2023 - 05:35am,,2023-12-20
309,South Africa,eNCA,Pro Palestine,Israel strikes Gaza after failed UN ceasefire bid,Saturday 09 December 2023 - 08:30am,,2023-12-09
310,South Africa,eNCA,Pro Palestine,UK broadcast journalists demand open access to Gaza,Wednesday 28 February 2024 - 14:35pm,,2024-02-28
311,South Africa,eNCA,Pro Palestine,Mother of French Gaza hostage demands ceasefire,Tuesday 09 January 2024 - 16:00pm,,2024-01-09
312,South Africa,eNCA,Pro Palestine,Israel squeezes Gaza cities ahead of rare UN vote,Friday 08 December 2023 - 13:18pm,,2023-12-08
313,South Africa,eNCA,Pro Palestine,Medics evacuate 31 premature babies from Gaza hospital,Sunday 19 November 2023 - 18:54pm,,2023-11-19
314,South Africa,eNCA,Pro Palestine,Israeli strikes rock Gaza for second day after truce collapse,Saturday 02 December 2023 - 05:50am,,2023-12-02
315,South Africa,eNCA,Pro Palestine,EU eyes call for 'humanitarian corridors and pauses' in Gaza,Thursday 26 October 2023 - 11:37am,,2023-10-26
316,South Africa,eNCA,Pro Palestine,Israel to defend itself against Gaza genocide case at UN top court,Friday 12 January 2024 - 07:00am,,2024-01-12
317,South Africa,eNCA,Pro Palestine,UN warns Gaza 'uninhabitable' as war rages on,Saturday 06 January 2024 - 11:14am,,2024-01-06
318,South Africa,eNCA,Pro Palestine,Gaza ceasefire and hostage release to start Friday,Thursday 23 November 2023 - 16:34pm,,2023-11-23
319,South Africa,eNCA,Pro Palestine,Hamas attack does not justify Gaza's destruction: Red Cross,Friday 13 October 2023 - 17:02pm,,2023-10-13
